Year,Value,UNIT_MEASURE,SERIES
2000,28.713852199999998,Procenat,BX_TRF_PWKR
2001,26.091817300000002,Procenat,BX_TRF_PWKR
2002,22.4884302,Procenat,BX_TRF_PWKR
2003,20.7660871,Procenat,BX_TRF_PWKR
2004,19.3767629,Procenat,BX_TRF_PWKR
2005,18.1568243,Procenat,BX_TRF_PWKR
2006,16.7042815,Procenat,BX_TRF_PWKR
2007,17.025509200000002,Procenat,BX_TRF_PWKR
2008,14.219122500000001,Procenat,BX_TRF_PWKR
2009,12.075921600000001,Procenat,BX_TRF_PWKR
2010,10.6091171,Procenat,BX_TRF_PWKR
2011,10.5028651,Procenat,BX_TRF_PWKR
2012,10.714178500000001,Procenat,BX_TRF_PWKR
2013,10.7708945,Procenat,BX_TRF_PWKR
2014,11.3541369,Procenat,BX_TRF_PWKR
2015,11.1100604,Procenat,BX_TRF_PWKR
2016,10.9144386,Procenat,BX_TRF_PWKR
2017,11.1540444,Procenat,BX_TRF_PWKR
2018,10.5231356,Procenat,BX_TRF_PWKR
