Year,SERIES,UNIT_MEASURE,Value
2003,GB_POP_SCIERD,Na milion stanovnika,61.594190000000005
2004,GB_POP_SCIERD,Na milion stanovnika,63.427659999999996
2005,GB_POP_SCIERD,Na milion stanovnika,67.1423
2006,GB_POP_SCIERD,Na milion stanovnika,178.23305
2007,GB_POP_SCIERD,Na milion stanovnika,198.03677
2012,GB_POP_SCIERD,Na milion stanovnika,160.13994
2013,GB_POP_SCIERD,Na milion stanovnika,233.86737999999997
2014,GB_POP_SCIERD,Na milion stanovnika,292.38061
2015,GB_POP_SCIERD,Na milion stanovnika,365.22839
2016,GB_POP_SCIERD,Na milion stanovnika,419.99062999999995
2017,GB_POP_SCIERD,Na milion stanovnika,485.42082
2018,GB_POP_SCIERD,Na milion stanovnika,471.2501
