Year,Value,UNIT_MEASURE,SERIES
2000,54.049403667562295,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2001,65.07871304080629,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2002,51.5190348825523,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2003,58.7375213456581,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2004,59.5254449010301,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2005,61.912742893894,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2006,60.7730615475189,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2007,61.284708589615796,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2008,51.800986165646705,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2009,52.8860411982102,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2010,49.707368149003706,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2011,46.670917605577095,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2012,44.053109343285,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2013,46.22966161950829,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2014,46.138343168112705,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2015,44.03978050924629,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2016,44.0938567313618,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2017,44.309757521127395,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2018,44.6595444498472,Проценат,Ликвидна имовина на краткорочним обавезама (%)
2000,0.0,Проценат,Нето отворена позиција у девизама до капитала (%)
2001,0.0,Проценат,Нето отворена позиција у девизама до капитала (%)
2002,0.0,Проценат,Нето отворена позиција у девизама до капитала (%)
2003,42.1821411110154,Проценат,Нето отворена позиција у девизама до капитала (%)
2004,11.555883494208699,Проценат,Нето отворена позиција у девизама до капитала (%)
2005,8.28096322435092,Проценат,Нето отворена позиција у девизама до капитала (%)
2006,8.86905149119733,Проценат,Нето отворена позиција у девизама до капитала (%)
2007,5.89756294023394,Проценат,Нето отворена позиција у девизама до капитала (%)
2008,6.2230590329163595,Проценат,Нето отворена позиција у девизама до капитала (%)
2009,1.6983681988869501,Проценат,Нето отворена позиција у девизама до капитала (%)
2010,4.36946617542722,Проценат,Нето отворена позиција у девизама до капитала (%)
2011,15.985010797193901,Проценат,Нето отворена позиција у девизама до капитала (%)
2012,5.34710950449262,Проценат,Нето отворена позиција у девизама до капитала (%)
2013,6.69157732243825,Проценат,Нето отворена позиција у девизама до капитала (%)
2014,10.232227266882,Проценат,Нето отворена позиција у девизама до капитала (%)
2015,8.970821380820508,Проценат,Нето отворена позиција у девизама до капитала (%)
2016,1.6966661563472802,Проценат,Нето отворена позиција у девизама до капитала (%)
2017,-0.22757156549238197,Проценат,Нето отворена позиција у девизама до капитала (%)
2018,2.2410250402879797,Проценат,Нето отворена позиција у девизама до капитала (%)
2000,32.4693389054788,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2001,37.6090647205685,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2002,27.514714500471396,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2003,25.200873982285,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2004,19.494333340705303,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2005,20.415840577499896,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2006,15.3083015592223,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2007,12.9598497952939,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2008,13.8901872212992,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2009,25.464485699359102,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2010,42.009689201385996,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2011,25.9173608461831,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2012,30.0463912520826,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2013,30.9744996912242,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2014,27.922027925918602,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2015,26.8841920515272,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2016,18.4798679001815,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2017,14.3545245961634,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2018,12.1460435458492,Проценат,Нето кредити одређени за капитал који се не изводе (%)
2000,21.215964833505,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2001,17.9071007297324,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2002,11.017219625819399,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2003,8.38582572565641,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2004,6.07354427319199,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2005,5.27605366757593,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2006,3.9987615025115497,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2007,3.01859191826486,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2008,3.0912079422106498,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2009,5.871207251876299,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2010,11.421782175376,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2011,11.7997140822193,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2012,13.4656882284517,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2013,15.1198478740683,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2014,14.1653123764986,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2015,13.7084158662801,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2016,11.777719084596301,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2017,10.046275152463199,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2018,8.770335479676572,Проценат,Кредити у укупним бруто кредитима који се не изводе (%)
2000,26.4758691558612,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2001,22.3586710421588,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2002,18.2029212704059,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2003,15.9222609694411,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2004,14.9250443993237,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2005,13.6714789097788,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2006,13.617048392226401,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2007,12.5972463295307,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2008,12.0085239404031,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2009,12.3948490369898,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2010,12.640142484609699,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2011,13.5692695579269,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2012,14.062592230113802,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2013,15.234217504719,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2014,14.3452279119259,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2015,13.7612358561706,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2016,15.028388380123598,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2017,14.767781340475599,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2018,16.4870496553286,Проценат,Регулаторни 1 ниво капитала за имовину пондерирану ризиком (%)
2000,20.439232259874,Проценат,Регулаторни капитал за имовину (%)
2001,14.527655611921501,Проценат,Регулаторни капитал за имовину (%)
2002,14.3457936836765,Проценат,Регулаторни капитал за имовину (%)
2003,11.7934618614307,Проценат,Регулаторни капитал за имовину (%)
2004,10.7372308611601,Проценат,Регулаторни капитал за имовину (%)
2005,9.72960582201421,Проценат,Регулаторни капитал за имовину (%)
2006,9.73688626796929,Проценат,Регулаторни капитал за имовину (%)
2007,8.817806517454288,Проценат,Регулаторни капитал за имовину (%)
2008,9.37215106339801,Проценат,Регулаторни капитал за имовину (%)
2009,10.7212574953015,Проценат,Регулаторни капитал за имовину (%)
2010,11.765449821522,Проценат,Регулаторни капитал за имовину (%)
2011,13.614428007970801,Проценат,Регулаторни капитал за имовину (%)
2012,14.2134322942846,Проценат,Регулаторни капитал за имовину (%)
2013,14.367667765343098,Проценат,Регулаторни капитал за имовину (%)
2014,14.377745547704402,Проценат,Регулаторни капитал за имовину (%)
2015,14.0982658596697,Проценат,Регулаторни капитал за имовину (%)
2016,14.354691636029198,Проценат,Регулаторни капитал за имовину (%)
2017,14.009650914740698,Проценат,Регулаторни капитал за имовину (%)
2018,13.1861645768664,Проценат,Регулаторни капитал за имовину (%)
2000,-1.76461726674205,Проценат,Поврат имовине (%)
2001,-1.0688454216849201,Проценат,Поврат имовине (%)
2002,-0.285976995872053,Проценат,Поврат имовине (%)
2003,0.44729594193314204,Проценат,Поврат имовине (%)
2004,0.6885794719622611,Проценат,Поврат имовине (%)
2005,0.694024200985177,Проценат,Поврат имовине (%)
